Country,coicop,Main category,Consumption category,Difference in share of total expenditure,Average inflation in 2019,Average inflation in 2020,Average inflation in 2021,Average inflation in 2022,Average inflation in 2023,Average inflation in 2024
AT,CP054,Other,"Glassware, tableware and household utensils",-0.1197684555816025,-4.185545758301273,-2.251693953973304,5.202340771454717,4.940723811879295,3.301133159031009,
AT,CP091,Other,"Audio-visual, photographic and information processing equipment",0.079330248135977,-3.828930747155983,-0.9285249509851472,-0.5733436362698306,-0.4163808123126703,3.71400516761437,
AT,CP056,Other,Goods and services for routine household maintenance,0.2998374146188879,3.224022244267504,1.041446266514014,0.5921054610706374,5.331051504825122,10.64793071857412,
AT,CP055,Other,Tools and equipment for house and garden,-0.5584040704623872,-1.210395305727539,-2.470306413985057,-0.1674342500507372,2.108523572923317,3.778450680570012,
AT,CP062,Other,Out-patient services,-0.3711989571699915,-0.4967047469962183,1.109594661145637,0.588322159272206,0.9977027126780732,3.736393286988619,
AT,CP063,Other,Hospital services,0.2109922941427635,1.897439059064759,2.665814255397529,2.125366610505262,3.908763018270555,6.599825134582112,
AT,CP126,Other,Financial services n.e.c.,-0.0023787180850368,2.096561172567502,0.2565076952308454,1.593543700053697,3.164941888393552,12.78989503159325,
AT,CP061,Other,"Medical products, appliances and equipment",0.3886825350950119,2.146809690001643,2.521182323695631,2.023130880882418,3.153239834770956,5.149354614072016,
AT,CP071,Transport,Purchase of vehicles,-5.030394070331557,0.336190952706696,2.162958523578176,3.60241180209626,13.66049385582302,5.930441183188759,
AT,CP073,Transport,Transport services,0.5155871449317248,-1.356206302912352,-1.441295290763674,0.8296515143291696,4.090874315003115,4.51738452893889,
AT,CP072,Transport,Operation of personal transport equipment,-2.990286504699752,0.8463632200323534,-4.120328869796359,8.926911583409476,20.78970240493597,0.2869540440732847,
AT,CP045,"Water, electricity, gas and other fuels","Electricity, gas and other fuels",2.294749336634994,2.357558680506294,-0.2310960232936264,6.970750412533826,37.76977529590146,20.58588903433211,
AT,CP044,"Water, electricity, gas and other fuels",Water supply and miscellaneous services relating to the dwelling,4.253147936045785,2.448117232277874,1.641915214852888,0.463643293247971,3.970714189100246,7.368899854071278,
AT,CP043,"Water, electricity, gas and other fuels",Maintenance and repair of the dwelling,-1.567337346230743,2.957569132423972,2.790282385040234,3.12294120500799,12.20867158862262,10.15313767753386,
BG,CP021,"Alcoholic beverages, tobacco and narcotics",Alcoholic beverages,-0.6721584716969036,2.328532164299165,2.572988126024184,3.165567361170449,9.704042004725832,11.93691739139095,
BG,CP022,"Alcoholic beverages, tobacco and narcotics",Tobacco,-1.387909481377012,2.084624450425615,1.409732110197145,0.0380743980257799,-0.0943479024047751,3.440870351679349,
BG,CP031,Clothing and footwear,Clothing,-2.114238092185396,0.0350542524163194,-0.7370675417331163,-0.5910897173044298,7.131021526278476,6.562944482523282,
BG,CP032,Clothing and footwear,Footwear,-0.925540098724277,-1.525955118013525,-2.859313170395417,-1.913490799171116,5.260817223277079,3.999736811769422,
BG,CP011,Food and non-alcoholic beverages,Food,18.03192512340534,5.317077839102622,5.458247641090451,2.908403414127715,22.3458363015343,14.59078500095739,
BG,CP012,Food and non-alcoholic beverages,Non-alcoholic beverages,0.1270914802230915,1.574502915254711,1.785493944382214,1.0351033174434,13.76265822028969,13.01530559709961,
BG,CP041,Housing (rentals and repairs),Actual rentals for housing,-0.2142765561894993,3.26662283103623,2.535354700237569,1.65459048650653,6.328408330623753,8.404181522343835,
BG,CP093,Other,"Other recreational items and equipment, gardens and pets",-0.4578819155074044,2.520746600144943,1.309185799371443,2.690798807208794,11.58396813614548,14.89781385442258,
BG,CP094,Other,Recreational and cultural services,0.6240784665683696,4.100023991136386,0.2339755619319234,0.4979145660921243,9.322458232852982,12.56377014197997,
BG,CP095,Other,"Newspapers, books and stationery",-0.3458555035579203,7.866250895269025,1.669402474574677,6.443263915845027,12.60888011290822,8.190241407706631,
BG,CP096,Other,Package holidays,-5.583370728892877,6.958991951923419,3.746981917686243,7.944193786528923,17.28693934416063,17.67150377798397,
BG,CP102,Other,Secondary education,-0.1218026796589525,2.024463137497912,6.365664791049785,7.906627519957905,12.23839741182785,14.53575153279171,
BG,CP104,Other,Tertiary education,-0.2338290916084365,2.59182342377298,3.02716806075698,4.057033593365204,2.938222868451081,5.908244685668872,
BG,CP121,Other,Personal care,-1.042053977819091,1.082342928237588,1.714122261128391,0.3393175149385817,11.11858926850251,14.31761748144668,
BG,CP111,Other,Catering services,-5.972818770434003,5.101404173936724,5.468372816532124,3.893771327628631,17.81948233311354,13.99447824006587,
BG,CP112,Other,Accommodation services,-0.8526187576126675,6.042588251457363,-1.652991802338627,-4.327494190422075,8.513680343190439,7.646078405406899,
BG,CP092,Other,Other major durables for recreation and culture,0.0,2.397179544021315,2.124688458999437,2.93459783346518,5.879661578651752,2.760930129387212,
BG,CP123,Other,Personal effects n.e.c.,-0.3556317712673889,2.501141028389704,5.473140285603595,2.838436221762458,10.4773224910878,9.92819829739054,
BG,CP124,Other,Social protection,-0.1022501442400154,-0.520988871800491,-1.153966767773242,-5.437281116660952,-65.69513044694631,inf,
BG,CP125,Other,Insurance,-0.7210398102442465,13.47123780561005,-6.823199749697447,4.899723507474203,-5.084645326139991,13.4158659733719,
BG,CP105,Other,Education not definable by level,-0.1218026796589525,3.210446477419953,4.21097043747418,6.136083914118863,16.33956215067554,16.38077052282079,
BG,CP091,Other,"Audio-visual, photographic and information processing equipment",-0.730816077953715,-5.788155344656576,-3.471663458347419,-2.721714402022985,-2.572042453766882,-4.778019630668921,
BG,CP127,Other,Other services n.e.c.,0.1609077504968267,3.373749610364264,2.323412349023859,2.532820456754937,8.380213984116718,8.536819802731918,
BG,CP054,Other,"Glassware, tableware and household utensils",0.0195525354189371,1.541203768859576,1.223171749441356,3.120921490376455,10.30251737585211,7.898691131396803,
BG,CP051,Other,"Furniture and furnishings, carpets and other floor coverings",-0.9646451695621514,0.4616771563259301,-0.0902322588398609,3.770884832024858,14.52424091427967,6.989040414155627,
BG,CP126,Other,Financial services n.e.c.,0.0,3.277002502257394,21.00348742059539,14.01811223367429,7.304778795046275,14.03057164303971,
BG,CP063,Other,Hospital services,-0.793961151355856,0.0,0.0,0.0,0.0,0.0,
BG,CP062,Other,Out-patient services,-0.3165267004295147,2.102511419341039,3.136510191241992,2.39431371914726,6.074746854386404,5.813986432145669,
BG,CP061,Other,"Medical products, appliances and equipment",6.233893198281941,1.293406608692362,3.070889585283448,0.6519599600270959,3.267773590609844,14.04766469127034,
BG,CP056,Other,Goods and services for routine household maintenance,0.5218283223283545,1.938486716896765,2.840134401354581,1.431640817878449,13.76564834772783,15.17499122018952,
BG,CP055,Other,Tools and equipment for house and garden,-0.1120264119494839,-0.921904066505396,-0.7041562076268595,0.7600043729139397,7.586886305001315,7.204901928315752,
BG,CP08,Other,Communications,-1.158567856913904,-2.563484149889766,-1.428011261786869,-2.593615776470023,0.8043874000899797,5.473925293557869,
BG,CP053,Other,Household appliances,-0.4285531123789986,0.4793957605135291,-0.0685456683438575,2.103073872471186,9.066950996311032,2.919104559734045,
BG,CP052,Other,Household textiles,0.0195525354189371,0.5005913473187537,0.6316115864330406,1.346555372947113,7.087224755920481,7.304987505117442,
BG,CP073,Transport,Transport services,-0.4285531123789986,1.314822329753015,2.77164221261938,2.018872032014456,12.81919296237203,8.978253135249112,
BG,CP072,Transport,Operation of personal transport equipment,-8.457753702160394,-0.8380411209269644,-7.918814923818393,12.01107606686546,24.48724151177295,-2.28968862557991,
BG,CP071,Transport,Purchase of vehicles,-1.218026796589525,0.4571536274181239,-8.015683528180793,-2.177316698408401,2.464221878172773,0.5491344599255923,
BG,CP045,"Water, electricity, gas and other fuels","Electricity, gas and other fuels",10.55275979229438,4.080597086282632,-0.1603515807945645,5.93614773240449,22.44997738717386,4.668527433711581,
BG,CP044,"Water, electricity, gas and other fuels",Water supply and miscellaneous services relating to the dwelling,0.7218411436630555,4.135958836519838,4.726931173246334,0.7953461728608447,8.480486252343242,13.80096356665877,
BG,CP043,"Water, electricity, gas and other fuels",Maintenance and repair of the dwelling,-1.178921725751651,2.429244376797559,1.474590577794995,4.958553813622405,20.30502294730345,9.164459491061978,
DE,CP021,"Alcoholic beverages, tobacco and narcotics",Alcoholic beverages,-0.0380230587295143,0.9011152230531452,-0.5342080310469631,1.824281437944504,4.714861618794889,9.683207043847984,
DE,CP022,"Alcoholic beverages, tobacco and narcotics",Tobacco,0.6768104453853541,3.70880387660392,4.894771467900964,3.17548248177987,5.162693674653945,8.140297878479865,
DE,CP031,Clothing and footwear,Clothing,-1.665538864077232,2.062061111036501,-0.8248441551872089,2.064827051598643,2.327337075964935,4.286029053541506,
DE,CP032,Clothing and footwear,Footwear,-0.2496632703697259,0.383913659692219,-0.5224176797759966,0.7633723488902344,2.947228701762473,3.998256828041919,
DE,CP011,Food and non-alcoholic beverages,Food,2.598714949506667,1.425165797139555,2.404653535839033,3.13736828670871,13.22559324625202,13.23192889700576,
DE,CP012,Food and non-alcoholic beverages,Non-alcoholic beverages,0.2794372587308032,-0.1594631188358351,1.218629108997567,2.960065436610972,7.749183446918451,11.21143179586589,
DE,CP041,Housing (rentals and repairs),Actual rentals for housing,20.24528095173649,1.482179981526501,1.413724845942018,1.293004149854319,1.6505351603795,2.052789836691609,
DE,CP093,Other,"Other recreational items and equipment, gardens and pets",-0.8487520058774626,1.400148869793216,0.7172677118582004,2.804524192557001,6.611522080691091,9.837350812256016,
DE,CP094,Other,Recreational and cultural services,-0.4954597890042475,0.7692715305731271,1.237472841197808,1.466006584128948,3.380950223787082,4.607529285675708,
DE,CP095,Other,"Newspapers, books and stationery",0.0038667517352049,3.339119012312745,2.235759555988398,2.700143455370274,4.782088527421666,6.520666873645511,
DE,CP096,Other,Package holidays,-2.448169415282692,0.3592338707744678,-2.982542958864685,1.608332720901306,11.27589917598746,6.881831747336466,
DE,CP101,Other,Pre-primary and primary education,-0.730816077953715,-10.44087432731973,-5.374135092454768,1.94167452642427,1.800026166641466,3.495009976667131,
DE,CP102,Other,Secondary education,0.0,2.09284346493702,0.0002099825610196,0.7117643423167156,1.106270136404371,2.92611014403947,
DE,CP104,Other,Tertiary education,0.0,2.714310366181241,0.6965694623248401,1.023461776434559,1.961011147271622,3.908231756716825,
DE,CP112,Other,Accommodation services,-1.499655214636944,3.200764541130206,1.057111217307363,2.121346133661239,7.38704062668939,7.827364389329639,
DE,CP111,Other,Catering services,-2.248645025746122,2.647977890128646,2.423024741623529,2.769445543335245,7.332320210841526,8.324665867248976,
DE,CP092,Other,Other major durables for recreation and culture,-0.5031932924746566,0.8495759541620851,0.0275268859453346,4.152452029745013,9.54574021087392,11.31624677725965,
DE,CP121,Other,Personal care,0.1934664784847488,1.436814211773698,1.577603530771983,3.246026782486496,6.205818893372694,8.624849899909485,
DE,CP123,Other,Personal effects n.e.c.,-0.4453209081710908,1.379466941073358,0.2985500583377653,1.673703350799116,4.608734313679277,5.225829840970808,
DE,CP124,Other,Social protection,-0.1377852534977992,4.94207176070308,4.879483921959388,5.430527493174469,-0.9385619548806704,9.580040595094726,
DE,CP125,Other,Insurance,-2.825693276363191,1.561602960300098,0.3471717458131278,1.516873980419046,2.173042244722665,3.416821190203962,
DE,CP105,Other,Education not definable by level,-0.1377852534977992,2.077197861681055,1.836927460308561,1.816594836713844,2.909476400758324,4.400097043330189,
DE,CP091,Other,"Audio-visual, photographic and information processing equipment",-0.387448523867525,-3.255360244893263,-3.16872474298434,1.494831121404494,3.975388139219776,0.0143809529898332,
DE,CP127,Other,Other services n.e.c.,-0.3075356546732916,1.768862678869348,0.6956618556206827,6.097179920565771,2.576718468194674,3.886770038531324,
DE,CP054,Other,"Glassware, tableware and household utensils",-0.04794772151654,0.4949632757955884,-0.0699692411384354,2.674715063260125,5.710014932612354,4.073699670835055,
DE,CP126,Other,Financial services n.e.c.,-0.0319651476776933,3.218037716247171,4.063637739358994,5.103541923482136,3.147354808378292,1.977821667721092,
DE,CP051,Other,"Furniture and furnishings, carpets and other floor coverings",-1.759243147793696,1.164621312451044,0.2205488086178745,3.011703404013098,7.583080219843668,6.599959295602891,
DE,CP063,Other,Hospital services,-0.1537678273366458,2.315086582424554,4.112125368899627,2.366033088291701,1.470686508669989,3.220168881506087,
DE,CP062,Other,Out-patient services,-1.377852534977992,0.7756440441126834,0.0422652886318644,-1.167958622516357,0.687336617304383,1.49697545252989,
DE,CP061,Other,"Medical products, appliances and equipment",-0.1978487971179811,0.9965062734272278,0.1739286538903577,1.512505234271137,2.075972876887873,4.121307789353627,
DE,CP056,Other,Goods and services for routine household maintenance,-0.3554833761898317,1.103478860925083,2.117024849094888,2.059539706814315,12.09880234369079,11.71610191997025,
DE,CP055,Other,Tools and equipment for house and garden,-0.5511410139911966,-0.3330985172214362,-0.8374715608269782,1.648446814185051,4.221197549106032,4.100887232952954,
DE,CP08,Other,Communications,1.267650110524654,-0.785157245493363,-1.817295484862356,-0.1077784717754771,-0.0437487094169741,0.1938608687968394,
DE,CP053,Other,Household appliances,-0.2496632703697259,-0.0670414507869162,-0.6162518783755696,1.790706929587319,4.094739754669405,5.405199915453925,
DE,CP052,Other,Household textiles,-0.04794772151654,1.989231827625643,-0.0005131453710949,1.77485635700941,6.874461933820967,5.109155241780339,
DE,CP073,Transport,Transport services,0.4850195593191942,1.908835918081305,-0.3774450803447109,2.048709654651548,-4.12184020938115,8.310145196000573,
DE,CP071,Transport,Purchase of vehicles,-7.442079281299743,2.300256368719962,0.8201407910097056,4.430204699592527,8.718619617432529,6.48704130441175,
DE,CP072,Transport,Operation of personal transport equipment,-4.536988702640348,0.5365344920901821,-3.593218730460156,12.99554907680546,16.5617018822866,0.8207519371686448,
DE,CP045,"Water, electricity, gas and other fuels","Electricity, gas and other fuels",3.397843641449001,2.967449383794024,-1.730762766413714,4.630808968524426,38.41890580174576,12.53710683138381,
DE,CP044,"Water, electricity, gas and other fuels",Water supply and miscellaneous services relating to the dwelling,3.473889758908029,1.401750054432249,1.198699918274506,2.288051561351982,2.298006496532416,4.037690854493976,
DE,CP043,"Water, electricity, gas and other fuels",Maintenance and repair of the dwelling,-0.9005664791292074,3.407096000306149,1.775230450534991,4.318209661481428,12.97361538086795,10.7520772498591,
DK,CP021,"Alcoholic beverages, tobacco and narcotics",Alcoholic beverages,-0.253392328906997,0.8222782895186391,-1.439803267907088,0.5073375300240129,3.970363783581105,4.502050325133113,
DK,CP022,"Alcoholic beverages, tobacco and narcotics",Tobacco,1.056614728538608,1.730245552516901,14.04261689091037,19.65807834795133,7.786187519622664,3.306317174595785,
DK,CP031,Clothing and footwear,Clothing,-1.384961133996366,-3.088443544546449,-2.494239149067763,0.205487677283946,2.666857833171208,1.663750670106371,
DK,CP032,Clothing and footwear,Footwear,-0.2726626591053561,-2.988209884667166,2.830178987828817,-1.543175359978166,2.125208428129953,3.379626408535587,
DK,CP011,Food and non-alcoholic beverages,Food,-1.151339663344829,1.685380493217882,1.072344290857332,0.5675364575387448,12.06572621538808,8.545587234387817,
DK,CP012,Food and non-alcoholic beverages,Non-alcoholic beverages,0.0385406603967184,-0.7874140306604058,-2.496795905742819,0.5078461343209745,7.334524087715451,8.888162272970613,
DK,CP041,Housing (rentals and repairs),Actual rentals for housing,23.22675422570812,0.8879807464292585,0.9432641048355374,1.287625996815909,2.084762681527223,2.749803381036127,
DK,CP093,Other,"Other recreational items and equipment, gardens and pets",-0.8903142815670534,4.768998010686624,1.299738258155284,0.6547197349299408,3.135191936505044,2.631030630949537,
DK,CP094,Other,Recreational and cultural services,1.152966379530404,3.00346407566321,1.596255221573208,3.588974151623496,4.396991425964677,4.725712929449913,
DK,CP095,Other,"Newspapers, books and stationery",0.1760607440850097,6.623538235893739,12.89527826573686,2.320648897929583,1.04623854204851,5.402797738802207,
DK,CP096,Other,Package holidays,-1.927658679907302,1.77648304564654,-1.686791202370461,0.8227346982410593,11.99103463369532,9.691416312673844,
DK,CP101,Other,Pre-primary and primary education,-0.482509047044632,2.436469780219774,2.218218816397954,2.630372864380032,2.49591113051218,3.254150310431908,
DK,CP102,Other,Secondary education,-0.3618817852834741,3.019320626596748,3.153829471331104,4.00420631898093,2.779876279252251,4.719373376244671,
DK,CP104,Other,Tertiary education,0.0,0.5919931082967308,3.81257603559642,2.97475504657761,0.6623906476795726,4.528158295281593,
DK,CP112,Other,Accommodation services,-1.170109465486088,-3.307970068198509,-7.040652634120999,-0.7592740864549713,12.36601957437555,11.46578072715462,
DK,CP111,Other,Catering services,-1.520103709413431,1.932268696982746,1.973811282132977,2.694731677356279,7.11877174395316,7.477874438789411,
DK,CP092,Other,Other major durables for recreation and culture,-0.6031363088057901,2.459791915272532,1.377725160168173,0.8576232343746956,10.33006846245026,5.798169553798939,
DK,CP121,Other,Personal care,-0.1134947369474795,-0.6845123912661012,-0.0588356707369906,0.3339295170423917,2.155240164017064,5.724436539853456,
DK,CP123,Other,Personal effects n.e.c.,-0.2219841933239568,-0.1588975519611272,0.6092930417061705,2.610560016952432,2.994413527351762,1.864669517039383,
DK,CP124,Other,Social protection,-1.411363989008404,1.701323251417763,2.602230483271395,3.170289855072461,5.267778753292363,4.503753127606337,
DK,CP125,Other,Insurance,-2.933845206693062,-0.2153791776905556,2.475839104153715,0.5862173838446672,0.7945433317535638,4.580182824350183,
DK,CP105,Other,Education not definable by level,-0.120627261761158,3.614359974009083,1.989921141740331,1.399822276144095,1.532094845833822,5.393497045020571,
DK,CP091,Other,"Audio-visual, photographic and information processing equipment",0.0216478384695854,-5.887092963427791,-5.715757496596432,-3.026524766819417,-1.177911758240112,-0.260997285475123,
DK,CP127,Other,Other services n.e.c.,0.0699487959797586,0.5164034978571189,1.176371793644389,3.750580189256029,6.712116721518185,2.143686192475254,
DK,CP054,Other,"Glassware, tableware and household utensils",-0.5500803347531645,-1.904146523871008,-2.852014514711424,-7.443362055823356,2.017680344478663,-2.516907099287925,
DK,CP126,Other,Financial services n.e.c.,-0.3956674291377403,-0.5691849448577637,4.20417498122985,1.099060171900251,2.077011834294986,7.314664808546463,
DK,CP051,Other,"Furniture and furnishings, carpets and other floor coverings",-1.339037684757419,0.7154950538906171,0.3294111273464536,-0.3620533175393477,11.18315452443999,4.972093739731918,
DK,CP063,Other,Hospital services,0.0,-0.050709676912336,0.3390979993217987,0.2200704829606789,1.238983427633039,2.121856769958092,
DK,CP062,Other,Out-patient services,0.4534784197328182,1.715445479929639,2.014614698683648,2.253285963292005,2.472002737611799,4.514803201214386,
DK,CP061,Other,"Medical products, appliances and equipment",0.7116257651822673,1.733907588902678,1.721659460609976,-1.960834735239787,1.670510540336832,3.000267899768337,
DK,CP056,Other,Goods and services for routine household maintenance,-0.1858210411984645,1.402481675982341,1.530496215134128,0.6002222313127692,8.73846525591763,9.815719322533043,
DK,CP055,Other,Tools and equipment for house and garden,-0.2919329893037154,-1.892196937621077,-4.487908417665969,-5.885283568068545,6.331007188794497,4.309255788063047,
DK,CP08,Other,Communications,0.8900640175385034,-0.2594785360338081,-2.824754194066181,-2.347827780279426,2.419794942093867,2.986369053985106,
DK,CP053,Other,Household appliances,-0.5331875128260315,-2.250208761510728,3.151947302705939,-0.4915850251447538,4.775980894211665,6.23216953127666,
DK,CP052,Other,Household textiles,-0.2919329893037154,2.052915489614729,-5.508872557816282,-0.4136818515013972,6.403765124853519,3.13904029078499,
DK,CP073,Transport,Transport services,0.4558559280040442,5.056781795939318,-0.0543832295154119,-4.282077787311158,6.166268773174422,3.222643323143409,
DK,CP071,Transport,Purchase of vehicles,-5.768460726066,0.0009821400423733,0.2349333459336883,2.547353082590879,8.743254679017449,1.621736331491022,
DK,CP072,Transport,Operation of personal transport equipment,-6.557418076070255,0.8055503417367446,-2.044603736277091,7.220730392612725,12.35884020871013,-0.0645844947385225,
DK,CP045,"Water, electricity, gas and other fuels","Electricity, gas and other fuels",4.086311058166365,-0.6319514680632132,-3.342981675424407,9.277095333897847,47.48120155236148,-13.29027589539231,
DK,CP044,"Water, electricity, gas and other fuels",Water supply and miscellaneous services relating to the dwelling,-0.1786885163847861,2.816890497750746,1.62566449281415,2.353206105020334,1.406430915651658,4.380333808066555,
DK,CP043,"Water, electricity, gas and other fuels",Maintenance and repair of the dwelling,-1.428256810935537,1.866764792141072,1.27289990877549,2.644563928155062,13.19831705950434,6.203359354219654,
EE,CP021,"Alcoholic beverages, tobacco and narcotics",Alcoholic beverages,-0.3795961121240969,-2.876979307512742,-4.771455598068836,0.511403216900134,5.90492849999971,7.581398612213859,
EE,CP022,"Alcoholic beverages, tobacco and narcotics",Tobacco,1.077163653075415,7.23898793135907,6.221536740207042,4.965179136245685,4.580189066951958,5.769401881653692,
EE,CP031,Clothing and footwear,Clothing,-1.178926447284783,0.512112225483676,0.7262083326450562,-0.8659701865567677,8.213128524523464,8.942203183576826,
EE,CP032,Clothing and footwear,Footwear,-0.1263828250664741,1.268497417098459,-2.032372570619072,4.390112458524408,1.564669444290423,15.19049113366371,
EE,CP011,Food and non-alcoholic beverages,Food,10.50469571133984,3.173743259884234,2.071648202085378,1.705556317895315,20.37056140416213,16.65325568827966,
EE,CP012,Food and non-alcoholic beverages,Non-alcoholic beverages,0.4042161429812023,0.9086260044583506,1.036939383613674,0.8704637007352504,12.68132291711363,10.34558363522462,
EE,CP041,Housing (rentals and repairs),Actual rentals for housing,1.243684589054382,6.858253846706829,-4.010868798671472,4.055040287368936,22.14893315605271,0.7521830912020674,
EE,CP093,Other,"Other recreational items and equipment, gardens and pets",0.0720695448726174,2.755113993304446,1.49493089765908,2.272501641335813,13.58320838351361,15.67450582605872,
EE,CP094,Other,Recreational and cultural services,-0.5456694111783893,4.28791389121137,5.710556900323401,7.749985433297574,11.17917146171393,11.78005000240813,
EE,CP095,Other,"Newspapers, books and stationery",0.4119751830088961,2.273949086781996,0.9269341241413108,5.315911835547244,9.150833271044752,8.418481543359976,
EE,CP096,Other,Package holidays,-1.915736825299245,26.94569190936967,9.820460621733822,14.16139595306876,23.05227431860228,20.24306729400417,
EE,CP101,Other,Pre-primary and primary education,-0.5620827650831263,6.553002929565306,-7.493961889306875,12.77862184271431,19.9198455960556,7.320833562843212,
EE,CP104,Other,Tertiary education,-0.023724757007756,2.352115394441682,0.6549831828642253,0.683670786221402,4.403500637975736,9.992497609162454,
EE,CP121,Other,Personal care,-0.5693941681861454,3.295075189363008,1.352122388649227,2.053983466911106,10.20391937057853,13.48441314981182,
EE,CP111,Other,Catering services,-2.715067160459932,4.384235265777369,2.306962295285988,1.862962695472996,12.06788987745882,11.11703828132728,
EE,CP112,Other,Accommodation services,-1.282479789192851,0.8260256084206915,-13.07662084957796,4.279788704380698,16.56873260669817,12.0256650578413,
EE,CP091,Other,"Audio-visual, photographic and information processing equipment",-0.6569817931141504,-3.633434980154826,-4.214208272324099,-0.6418931971680385,-3.10768411720349,-6.258577675347571,
EE,CP123,Other,Personal effects n.e.c.,-0.3640780320687093,1.777718532245772,1.865327825054727,4.735195751420812,11.25440947214059,9.343090488039865,
EE,CP124,Other,Social protection,0.0,11.31901798444556,10.74694842933522,7.204701423512915,7.648961327373094,6.230555386415484,
EE,CP125,Other,Insurance,-0.6569817931141504,-5.424509039655653,-10.26331703357888,-1.617699441107495,19.49144259474221,18.23605814126413,
EE,CP105,Other,Education not definable by level,-0.2691790040376851,11.52655439618629,4.275569629671331,4.263628467417616,6.815605062048015,4.45929385918384,
EE,CP08,Other,Communications,0.3020057118471593,-2.807950404016507,-1.707101663142838,-2.388819042113127,-2.06579329590222,3.215780924792854,
